event_type,timestamp,user_id,event_id,metadata,source,error_reason
,2026-06-18T13:26:54,2289,evt_004783,added item to cart,mobile_android,missing_event_type
page_view,,3297,evt_004786,landed on homepage,mobil,invalid_timestamp
page_view,2026-06-23T18:03:43,,evt_004798,opened pricing page,tablet,missing_user_id
scroll,2026-06-16T22:31:58,8132,,scrolled down,mobile_ios,missing_event_id
scroll,2026-06-20T07:05:42,1144,evt_004803,scrolled down,mobile_ios,duplicate_event
search,2026-06-26T09:14:47,,evt_004804,typo in search query,desktop_app,missing_user_id
page_view,2026-06-26T07:35:47,4686,evt_004806,landed on homepage,web,duplicate_event
,2026-06-24T23:20:45,3741,evt_004809,typo in search query,hsearch,missing_event_type
page_view,,5309,evt_004812,,web,missing_timestamp
page_view,,919,evt_004819,landed on homepage,tablet,missing_timestamp
add_to_cart,2026-06-15T13:36:13,5941,,added item to cart,mobil,missing_event_id
page_view,,6769,evt_004830,viewed product page,email,invalid_timestamp
,2026-06-16T15:08:23,3476,evt_004842,,mobile_ios,missing_event_type
scroll,2026-06-24T10:38:08,4921,evt_004844,scrolled down,web,duplicate_event
page_view,2026-06-21T02:28:11,6204,,,mobile_ios,missing_event_id
,2026-06-22T18:20:33,8612,evt_004848,fast scroll through page,unknown_source,missing_event_type
remove_from_cart,,6209,evt_004858,removed product,desktop_app,invalid_timestamp
page_view,2026-06-25T03:53:14,2123,evt_004859,,mobil,duplicate_event
search,2026-06-20T22:31:06,,evt_004861,,web,missing_user_id
,2026-06-18T00:17:13,1836,evt_004862,fast scroll through page,mobile_ios,missing_event_type
add_to_cart,,3527,evt_004863,added item to cart,email,invalid_timestamp
scroll,2026-06-17T20:55:43,4954,,fast scroll through page,tablet,missing_event_id
add_to_cart,,7061,evt_004878,cart updated,web,missing_timestamp
,2026-06-26T14:59:41,7448,evt_004880,searched nothing,mobile_ios,missing_event_type
page_view,2026-06-20T07:15:21,,evt_004889,opened pricing page,web,missing_user_id
add_to_cart,2026-06-17T05:35:57,,evt_004894,added item to cart,,missing_user_id
,2026-06-18T01:26:11,2235,evt_004899,landed on homepage,hsearch,missing_event_type
search,,5925,evt_004900,search query: headphones,,invalid_timestamp
scroll,,846,evt_004907,barely scrolling,tablet,invalid_timestamp
page_view,,7241,evt_004913,opened pricing page,,invalid_timestamp
scroll,,9191,evt_004921,scrolled down,desktop_app,missing_timestamp
search,2026-06-18T18:37:32,,evt_004924,search fired twice,mobile_ios,missing_user_id
page_view,,8023,evt_004936,opened pricing page,hsearch,missing_timestamp
remove_from_cart,2026-06-19T17:27:25,207,,cart cleaned,hsearch,missing_event_id
add_to_cart,,1825,evt_004938,,web,invalid_timestamp
page_view,2026-06-25T13:38:08,8342,evt_004943,opened page then immediately left,email,duplicate_event
page_view,2026-06-25T03:14:11,,evt_004960,viewed product page,mobile_ios,missing_user_id
remove_from_cart,,80,evt_004963,removed item from cart,web,missing_timestamp
scroll,2026-06-20T00:07:25,2663,evt_004964,fast scroll through page,web,duplicate_event
page_view,2026-06-15T16:54:57,5003,,,web,missing_event_id
scroll,2026-06-16T06:40:26,,evt_004967,,web,missing_user_id
scroll,,3748,evt_004971,autoscroll triggered,web,invalid_timestamp
page_view,,8233,evt_004973,PAGE_VIEW,desktop_app,missing_timestamp
scroll,,8758,evt_004979,fast scroll through page,tablet,invalid_timestamp
scroll,,1998,evt_004980,barely scrolling,desktop_app,missing_timestamp
,2026-06-25T15:23:06,1036,evt_004982,,mobile_ios,invalid_event_type
page_view,2026-06-21T18:41:08,185,,page refresh loop??,api_v2,missing_event_id
scroll,,351,evt_004987,"slow scroll, reading carefully",api_v2,missing_timestamp
,2026-06-22T14:23:12,7531,evt_004988,random search,mobil,missing_event_type
,2026-06-21T05:48:34,3238,evt_004990,opened pricing page,tablet,missing_event_type
search,2026-06-23T11:58:35,6100,,,web,missing_event_id
scroll,,5187,,fast scroll through page,unknown_source,invalid_timestamp;missing_event_id
search,,9679,evt_005005,random search,unknown_source,missing_timestamp
scroll,2026-06-25T21:21:11,5978,,scrolled down,email,missing_event_id
,2026-06-24T05:01:10,2605,evt_005030,random search,web,missing_event_type
page_view,,2061,evt_005033,opened page then immediately left,mobile_ios,missing_timestamp
purchase,,6746,evt_005034,purchase??,web,missing_timestamp
search,2026-06-26T02:32:14,,evt_005057,looked up return policy,web,missing_user_id
add_to_cart,2026-06-25T20:55:13,,evt_005059,added product to shopping cart,mobile_ios,missing_user_id
page_view,,9529,evt_005063,viewed product page,,missing_timestamp
add_to_cart,,2343,evt_005067,added product to shopping cart,web,missing_timestamp
page_view,2026-06-21T02:00:20,2698,,viewed product page,mobil,missing_event_id
search,2026-06-20T02:19:50,1464,,search query: headphones,mobile_ios,missing_event_id
page_view,2026-06-25T08:05:56,,evt_005086,Page loaded,desktop_app,missing_user_id
,2026-06-24T00:25:33,4078,evt_005087,,web,missing_event_type
add_to_cart,2026-06-19T19:20:22,,evt_005088,added item to cart,api_v2,missing_user_id
scroll,,3332,evt_005095,scrolled down,web,missing_timestamp
remove_from_cart,,6803,evt_005096,removed item immediately after adding,mobil,missing_timestamp
scroll,2026-06-20T20:40:46,2562,evt_005100,"slow scroll, reading carefully",desktop_app,duplicate_event
,2026-06-17T02:02:57,3660,evt_005110,opened pricing page,mobil,missing_event_type
remove_from_cart,2026-06-16T18:32:46,3012,,removed item from cart,mobile_android,missing_event_id
search,2026-06-16T09:10:24,,evt_005125,search query: headphones,,missing_user_id
page_view,2026-06-19T15:01:02,8888,,opened pricing page,web,missing_event_id
remove_from_cart,,606,evt_005137,removed item from cart,mobile_ios,invalid_timestamp
,2026-06-20T09:56:16,,evt_005147,accidentally opened page,desktop_app,missing_event_type;missing_user_id
scroll,2026-06-18T16:44:01,,evt_005152,fast scroll through page,WEB,missing_user_id
page_view,,5100,evt_005153,,desktop_app,missing_timestamp
add_to_cart,2026-06-23T06:28:35,3548,,added item to cart,hsearch,missing_event_id
scroll,,3440,evt_005158,"slow scroll, reading carefully",direct,missing_timestamp
,2026-06-18T03:46:09,3508,evt_005159,,mobil,invalid_event_type
,2026-06-22T01:33:56,8657,evt_005167,random search,tablet,missing_event_type
,2026-06-25T01:02:28,7636,evt_005175,,web,missing_event_type
,2026-06-16T03:33:43,1877,,viewed product page,WEB,missing_event_type;missing_event_id
page_view,2026-06-21T22:10:03,,evt_005180,viewed product page,web,missing_user_id
page_view,2026-06-20T21:38:43,,evt_005188,,tablet,missing_user_id
remove_from_cart,2026-06-23T14:05:55,591,evt_005201,removed item from cart,,duplicate_event
page_view,,1958,evt_005210,accidentally opened page,tablet,invalid_timestamp
page_view,,3741,evt_005212,accidentally opened page,unknown_source,missing_timestamp
scroll,2026-06-20T17:09:09,,evt_005213,barely scrolling,mobil,missing_user_id
search,2026-06-24T14:37:19,,evt_005214,,web,missing_user_id
page_view,2026-06-21T01:33:03,5200,,landed on homepage,email,missing_event_id
scroll,,,evt_005223,,desktop_app,missing_timestamp;missing_user_id
,2026-06-15T20:09:37,9277,evt_005224,search query: headphones,web,missing_event_type
page_view,2026-06-23T18:05:59,350,,opened page then immediately left,web,missing_event_id
add_to_cart,2026-06-17T18:17:37,8280,,cart updated,web,missing_event_id
,2026-06-25T18:24:44,1732,evt_005235,accidental add to cart,tablet,missing_event_type
scroll,,5337,,scrolled down,web,missing_timestamp;missing_event_id
,2026-06-22T21:09:52,2634,evt_005252,added product to shopping cart,tablet,missing_event_type
search,2026-06-20T00:24:15,7943,,random search,web,missing_event_id
page_view,2026-06-15T14:32:52,,evt_005260,Page loaded,desktop_app,missing_user_id
,2026-06-15T15:13:03,6629,evt_005265,,hsearch,invalid_event_type
scroll,,3583,evt_005268,"slow scroll, reading carefully",web,invalid_timestamp
scroll,2026-06-16T22:26:21,,evt_005272,scrolled down,web,missing_user_id
,2026-06-25T13:28:33,,evt_005277,,,invalid_event_type;missing_user_id
scroll,2026-06-25T06:46:40,5488,evt_005280,scrolled down,web,duplicate_event
page_view,2026-06-21T08:00:15,1725,,landed on homepage,web,missing_event_id
scroll,,8100,evt_005286,fast scroll through page,email,missing_timestamp
add_to_cart,2026-06-26T12:31:04,7575,,added item to cart,web,missing_event_id
ADD_TO_CART,2026-06-26T12:31:04,7575,,added item to cart,web,duplicate_event
scroll,2026-06-25T01:24:00,8486,evt_005292,scrolled down,hsearch,duplicate_event
scroll,2026-06-24T10:58:18,4978,,fast scroll through page,mobile_ios,missing_event_id
,2026-06-25T10:33:55,5400,evt_005297,checkout finished,mobile_android,missing_event_type
page_view,2026-06-18T22:52:02,,evt_005301,Page loaded,mobile_ios,missing_user_id
scroll,,6858,evt_005307,,web,missing_timestamp
scroll,2026-06-18T08:50:15,3286,,scrolled down,hsearch,missing_event_id
,2026-06-23T21:32:29,8435,evt_005313,,web,invalid_event_type
,2026-06-20T05:19:32,3969,evt_005332,,desktop_app,missing_event_type
,2026-06-18T11:52:35,7984,evt_005337,opened page then immediately left,mobile_ios,missing_event_type
remove_from_cart,2026-06-21T22:31:42,,evt_005342,cart cleaned,email,missing_user_id
,2026-06-18T15:00:16,4896,evt_005343,scrolled down,tablet,missing_event_type
,2026-06-22T17:25:31,7190,evt_005344,viewed product page,mobile_ios,missing_event_type
search,2026-06-20T13:54:10,2479,,search query: headphones,mobile_ios,missing_event_id
page_view,,103,evt_005354,viewed product page,web,missing_timestamp
,2026-06-17T14:11:13,9033,evt_005356,scroll spam,web,missing_event_type
page_view,2026-06-20T10:32:58,,evt_005358,landed on homepage,web,missing_user_id
page_view,2026-06-18T07:15:33,2333,,accidentally opened page,desktop_app,missing_event_id
scroll,,8122,evt_005372,"slow scroll, reading carefully",WEB,missing_timestamp
scroll,,8122,evt_005372,"slow scroll, reading carefully",WEB,duplicate_event
search,,8181,evt_005375,random search,web,missing_timestamp
,2026-06-15T06:29:03,7424,evt_005377,landed on homepage,mobile_ios,missing_event_type
,2026-06-15T06:29:03,7424,evt_005377,landed on homepage,mobile_ios,duplicate_event
search,,294,evt_005378,random search,web,missing_timestamp
page_view,2026-06-20T01:17:41,,evt_005382,Page loaded,mobile_ios,missing_user_id
,2026-06-19T21:27:08,3115,evt_005384,searched for shoes,WEB,missing_event_type
,2026-06-22T10:48:01,5220,,,mobile_android,invalid_event_type;missing_event_id
,2026-06-16T09:49:51,8839,evt_005389,,,invalid_event_type
search,2026-06-21T11:27:42,8856,,searched for shoes,web,missing_event_id
,2026-06-26T05:05:40,8194,evt_005393,opened pricing page,email,missing_event_type
,2026-06-21T19:33:43,3513,evt_005396,,desktop_app,invalid_event_type
,2026-06-18T08:09:48,6488,evt_005401,,web,missing_event_type
search,,6404,evt_005402,searched for shoes,mobil,invalid_timestamp
,2026-06-15T08:25:05,6396,evt_005407,,web,missing_event_type
remove_from_cart,2026-06-18T08:47:10,3729,evt_005414,removed product,hsearch,duplicate_event
,2026-06-26T05:24:16,1665,evt_005417,,web,invalid_event_type
page_view,2026-06-16T14:14:09,9682,,viewed product page,,missing_event_id
,2026-06-22T03:42:06,3100,evt_005423,removed item from cart,web,missing_event_type
,2026-06-26T03:44:43,5009,evt_005425,viewed product page,tablet,missing_event_type
page_view,,8492,evt_005426,,,missing_timestamp
,2026-06-19T01:50:59,4490,evt_005433,viewed product page,email,missing_event_type
page_view,2026-06-20T18:29:42,,evt_005435,opened page then immediately left,mobile_android,missing_user_id
,2026-06-19T06:36:18,8989,evt_005437,,desktop_app,missing_event_type
add_to_cart,2026-06-19T14:45:08,9061,,added product to shopping cart,web,missing_event_id
add_to_cart,2026-06-24T17:38:02,202,evt_005452,,email,duplicate_event
,2026-06-17T21:42:20,5923,evt_005455,scrolling endlessly,web,missing_event_type
,2026-06-22T08:22:45,,evt_005458,searched for shoes,web,missing_event_type;missing_user_id
add_to_cart,2026-06-20T16:42:49,3631,,added same item twice,desktop_app,missing_event_id
scroll,,1748,evt_005467,fast scroll through page,api_v2,invalid_timestamp
remove_from_cart,2026-06-19T15:39:18,,evt_005474,removed item from cart,web,missing_user_id
remove_from_cart,,8062,evt_005475,remove clicked,api_v2,invalid_timestamp
scroll,,8753,evt_005476,scrolled down,api_v2,missing_timestamp
,2026-06-24T11:26:33,,evt_005480,cart cleaned,web,missing_event_type;missing_user_id
page_view,,9023,,landed on homepage,web,invalid_timestamp;missing_event_id
scroll,,4594,evt_005487,"slow scroll, reading carefully",web,invalid_timestamp
add_to_cart,,2193,evt_005492,item added??,web,invalid_timestamp
add_to_cart,2026-06-15T10:29:45,,evt_005500,added then removed item quickly,unknown_source,missing_user_id
remove_from_cart,2026-06-16T07:06:12,4181,,removed item from cart,web,missing_event_id
scroll,2026-06-21T15:39:11,,,scrolled down,email,missing_user_id;missing_event_id
search,2026-06-22T14:18:12,,evt_005511,search query: headphones,desktop_app,missing_user_id
page_view,2026-06-17T00:42:16,,evt_005513,viewed product page,web,missing_user_id
page_view,2026-06-17T08:01:07,2081,,opened page then immediately left,WEB,missing_event_id
,2026-06-25T07:40:25,3738,evt_005526,scrolled down,mobile_ios,missing_event_type
scroll,,9330,evt_005527,,web,missing_timestamp
search,2026-06-16T02:13:45,6618,,searched for shoes,web,missing_event_id
,2026-06-15T20:37:37,9419,evt_005535,add to cart clicked,api_v2,missing_event_type
search,,2273,evt_005538,searched for shoes,WEB,missing_timestamp
scroll,2026-06-16T03:09:47,6829,,scroll??,email,missing_event_id
add_to_cart,2026-06-24T17:11:17,6471,,add to cart clicked,web,missing_event_id
page_view,,1751,evt_005560,,web,invalid_timestamp
search,2026-06-26T10:15:44,4873,evt_005565,search query: headphones,WEB,duplicate_event
,2026-06-23T09:20:32,9952,evt_005566,,unknown_source,invalid_event_type
add_to_cart,2026-06-16T01:05:46,1943,,add to cart clicked,hsearch,missing_event_id
remove_from_cart,,6159,evt_005568,cart item deleted,desktop_app,missing_timestamp
search,2026-06-15T20:31:55,744,evt_005569,,mobile_android,duplicate_event
search,,2941,evt_005570,search fired twice,mobile_ios,missing_timestamp
,2026-06-15T10:52:02,4361,evt_005575,added item to cart,desktop_app,missing_event_type
scroll,2026-06-24T21:21:23,,evt_005584,scrolled down,unknown_source,missing_user_id
page_view,,1130,evt_005587,landed on homepage,web,missing_timestamp
,,7795,evt_005589,,tablet,invalid_event_type;missing_timestamp
,2026-06-15T18:08:35,8936,evt_005595,,desktop_app,invalid_event_type
,2026-06-23T09:06:28,7682,evt_005602,,web,invalid_event_type
page_view,2026-06-25T08:47:05,4022,,Page loaded,mobile_ios,missing_event_id
scroll,2026-06-17T11:32:56,,evt_005623,user flicked page aggresively,desktop_app,missing_user_id
,2026-06-17T16:05:32,1316,evt_005628,opened page then immediately left,web,missing_event_type
,2026-06-21T15:28:37,5064,,looked up return policy,hsearch,missing_event_type;missing_event_id
,2026-06-15T23:47:44,94,evt_005654,removed item immediately after adding,unknown_source,missing_event_type
add_to_cart,2026-06-20T08:07:42,7798,,added same item twice,email,missing_event_id
,2026-06-24T17:22:18,2766,evt_005665,,web,invalid_event_type
page_view,2026-06-24T02:42:49,8505,,Page loaded,unknown_source,missing_event_id
,2026-06-23T00:38:17,9740,evt_005672,,mobile_ios,invalid_event_type
,2026-06-19T18:32:42,8375,evt_005674,,,invalid_event_type
scroll,,8378,evt_005683,scrolled down,WEB,missing_timestamp
add_to_cart,,2874,evt_005689,added product to shopping cart,mobile_ios,invalid_timestamp
,2026-06-26T01:30:03,1151,evt_005693,opened page then immediately left,desktop_app,missing_event_type
search,,4459,evt_005697,search query: headphones,unknown_source,missing_timestamp
page_view,,9357,evt_005700,viewed product page,unknown_source,missing_timestamp
,2026-06-22T08:15:17,1796,evt_005705,looked up return policy,unknown_source,missing_event_type
,2026-06-21T19:26:53,5491,evt_005708,,api_v2,invalid_event_type
scroll,,6050,evt_005722,fast scroll through page,mobile_ios,missing_timestamp
scroll,,6050,evt_005722,fast scroll through page,mobile_ios,duplicate_event
,2026-06-26T05:54:11,4790,evt_005729,added item to cart,unknown_source,missing_event_type
scroll,2026-06-17T11:34:12,8800,evt_005731,scrolling endlessly,web,duplicate_event
page_view,2026-06-16T13:49:35,7548,,viewed product page,web,missing_event_id
search,2026-06-20T02:03:47,,evt_005739,looked up return policy,WEB,missing_user_id
purchase,,6456,evt_005742,payment successful,tablet,missing_timestamp
,2026-06-21T13:27:43,5353,,barely scrolling,web,missing_event_type;missing_event_id
remove_from_cart,2026-06-20T04:01:55,7492,evt_005746,"changed mind, removed",tablet,duplicate_event
scroll,2026-06-24T16:56:19,5755,,scroll spam,mobile_ios,missing_event_id
scroll,,5720,evt_005758,fast scroll through page,mobile_ios,invalid_timestamp
scroll,2026-06-22T04:35:37,,evt_005759,"slow scroll, reading carefully",web,missing_user_id
page_view,,8680,evt_005761,,email,missing_timestamp
,2026-06-21T20:10:31,636,evt_005762,viewed product page,mobil,missing_event_type
,2026-06-22T12:38:51,5186,evt_005765,viewed product page,hsearch,missing_event_type
scroll,2026-06-25T07:54:54,7255,,"slow scroll, reading carefully",api_v2,missing_event_id
purchase,,1291,evt_005772,checkout finished,unknown_source,invalid_timestamp
,2026-06-22T17:17:37,428,evt_005775,,mobile_ios,invalid_event_type
scroll,2026-06-19T09:21:08,41,evt_005776,scrolled down,email,duplicate_event
,2026-06-24T09:22:36,330,evt_005778,"slow scroll, reading carefully",web,missing_event_type
page_view,2026-06-20T07:46:31,7639,,Page loaded,web,missing_event_id
,2026-06-15T13:04:08,444,evt_005811,viewed product page,email,missing_event_type
,2026-06-23T21:36:26,5803,,order placed,web,missing_event_type;missing_event_id
remove_from_cart,2026-06-25T21:52:09,6841,,removed item from cart,mobile_ios,missing_event_id
page_view,2026-06-16T09:37:10,,evt_005835,opened pricing page,WEB,missing_user_id
page_view,2026-06-16T09:37:10,,evt_005835,opened pricing page,WEB,duplicate_event
scroll,2026-06-25T17:45:54,9613,,"slow scroll, reading carefully",mobile_ios,missing_event_id
scroll,,4225,evt_005839,fast scroll through page,,missing_timestamp
add_to_cart,2026-06-24T14:08:00,86,,cart updated,web,missing_event_id
,,8077,evt_005845,fast scroll through page,unknown_source,missing_event_type;missing_timestamp
search,,5316,evt_005848,search query: headphones,mobile_ios,missing_timestamp
page_view,,4717,,PAGE_VIEW,mobile_ios,invalid_timestamp;missing_event_id
,2026-06-19T23:36:42,8855,,viewed product page,,missing_event_type;missing_event_id
page_view,,799,evt_005853,viewed product page,tablet,invalid_timestamp
scroll,,,evt_005867,scrolled down,mobil,missing_timestamp;missing_user_id
page_view,2026-06-25T20:06:40,,evt_005874,opened pricing page,,missing_user_id
,2026-06-24T01:38:27,9514,evt_005880,viewed product page,web,missing_event_type
page_view,,7004,evt_005883,landed on homepage,hsearch,invalid_timestamp
add_to_cart,2026-06-15T14:06:15,,evt_005889,cart updated,hsearch,missing_user_id
scroll,,8358,evt_005890,scrolled down,web,invalid_timestamp
,2026-06-19T17:41:08,2368,evt_005891,,WEB,missing_event_type
search,2026-06-19T13:52:26,5607,,search query: headphones,unknown_source,missing_event_id
,2026-06-26T15:40:37,3654,evt_005901,opened page then immediately left,web,missing_event_type
page_view,,1598,evt_005905,accidentally opened page,tablet,missing_timestamp
search,2026-06-23T13:12:19,,evt_005915,typo in search query,email,missing_user_id
add_to_cart,2026-06-23T08:29:30,3728,evt_005918,cart updated,mobile_ios,duplicate_event
page_view,2026-06-16T08:09:26,,evt_005922,Page loaded,mobil,missing_user_id
page_view,2026-06-23T04:34:22,,evt_005923,opened pricing page,desktop_app,missing_user_id
page_view,2026-06-18T08:17:49,6111,,landed on homepage,email,missing_event_id
scroll,,4681,evt_005941,scroll spam,WEB,invalid_timestamp
,2026-06-22T09:24:08,4329,evt_005946,landed on homepage,web,missing_event_type
,2026-06-25T23:44:46,3196,evt_005956,scrolled down,desktop_app,missing_event_type
search,2026-06-17T07:16:13,,evt_005965,search query: headphones,web,missing_user_id
,2026-06-17T20:06:16,,evt_005970,landed on homepage,tablet,missing_event_type;missing_user_id
,2026-06-19T08:14:53,3188,evt_005972,scrolled down,WEB,missing_event_type
page_view,2026-06-17T12:47:03,,evt_005982,opened page then immediately left,unknown_source,missing_user_id
ADD_TO_CART,2026-06-26T04:58:55,4675,evt_005987,added item to cart,mobile_android,duplicate_event
page_view,2026-06-19T15:16:54,8512,evt_005991,opened pricing page,web,duplicate_event
,2026-06-24T08:36:56,3223,evt_005992,scrolled down,web,missing_event_type
,2026-06-22T11:12:50,9277,evt_005996,,tablet,invalid_event_type
search,2026-06-15T20:57:37,,evt_006000,search query: headphones,,missing_user_id
scroll,,8047,evt_006003,fast scroll through page,mobile_ios,missing_timestamp
,2026-06-19T10:09:25,4681,evt_006005,user stared at page for a while,mobil,missing_event_type
page_view,2026-06-18T04:58:57,,evt_006007,viewed product page,email,missing_user_id
page_view,,2363,evt_006012,Page loaded,unknown_source,invalid_timestamp
remove_from_cart,2026-06-22T01:30:33,4967,,removed product,web,missing_event_id
scroll,,5877,evt_006022,"slow scroll, reading carefully",desktop_app,missing_timestamp
page_view,,1030,evt_006024,page refresh loop??,email,invalid_timestamp
page_view,2026-06-21T03:56:52,4590,,landed on homepage,email,missing_event_id
,2026-06-18T23:49:23,5059,evt_006042,Page loaded,desktop_app,missing_event_type
remove_from_cart,,2898,evt_006052,cart item deleted,web,missing_timestamp
add_to_cart,,7556,evt_006054,added item to cart,mobil,missing_timestamp
,,4132,evt_006062,removed item from cart,direct,missing_event_type;missing_timestamp
,2026-06-24T02:26:00,9094,evt_006063,typo in search query,desktop_app,missing_event_type
purchase,,7974,evt_006071,purchase completed,web,missing_timestamp
scroll,,7375,evt_006072,scrolled down,mobile_ios,missing_timestamp
scroll,2026-06-25T09:10:14,,evt_006073,"slow scroll, reading carefully",web,missing_user_id
page_view,,2619,evt_006077,viewed product page,mobile_android,invalid_timestamp
,2026-06-26T11:37:18,641,evt_006083,opened pricing page,,missing_event_type
,2026-06-22T10:03:16,109,evt_006084,opened page then immediately left,web,missing_event_type
,2026-06-25T23:05:11,,evt_006095,removed item from cart,email,missing_event_type;missing_user_id
page_view,2026-06-15T19:19:25,,evt_006096,viewed product page,web,missing_user_id
,2026-06-25T02:31:04,9229,evt_006097,Page loaded,tablet,missing_event_type
search,2026-06-24T20:03:40,4099,,searched for shoes,,missing_event_id
scroll,,5511,evt_006108,scroll spam,api_v2,invalid_timestamp
scroll,2026-06-19T22:24:47,4103,evt_006113,fast scroll through page,web,duplicate_event
page_view,2026-06-15T05:56:24,6983,,viewed product page,hsearch,missing_event_id
page_view,2026-06-26T10:38:52,2318,,landed on homepage,web,missing_event_id
page_view,2026-06-26T10:38:52,2318,,landed on homepage,web,duplicate_event
scroll,2026-06-16T05:41:01,,evt_006126,barely scrolling,email,missing_user_id
page_view,2026-06-17T15:05:30,,evt_006134,Page loaded,web,missing_user_id
,2026-06-26T17:42:06,,evt_006135,added item to cart,,missing_event_type;missing_user_id
scroll,2026-06-17T13:35:38,,evt_006136,scrolled down,web,missing_user_id
,2026-06-16T23:13:32,1211,evt_006138,viewed product page,mobile_ios,missing_event_type
page_view,2026-06-26T14:40:35,5931,,PAGE_VIEW,,missing_event_id
,,7138,evt_006142,viewed product page,web,missing_event_type;missing_timestamp
scroll,,3367,evt_006151,scrolled down,mobile_ios,missing_timestamp
add_to_cart,,7767,evt_006153,added item to cart,,missing_timestamp
scroll,2026-06-19T09:40:41,4567,,scrolled down,,missing_event_id
search,2026-06-23T13:03:00,4162,,searched for shoes,WEB,missing_event_id
,2026-06-23T23:38:14,,evt_006162,PAGE_VIEW,mobile_ios,missing_event_type;missing_user_id
,2026-06-23T05:52:30,2620,evt_006164,,mobile_ios,invalid_event_type
scroll,2026-06-25T14:34:45,,evt_006166,"slow scroll, reading carefully",,missing_user_id
page_view,2026-06-21T10:03:43,,evt_006167,landed on homepage,mobile_ios,missing_user_id
,2026-06-20T04:25:49,3395,evt_006176,"slow scroll, reading carefully",web,missing_event_type
page_view,,9673,evt_006177,landed on homepage,mobile_ios,invalid_timestamp
page_view,,2990,,viewed product page,mobile_ios,invalid_timestamp;missing_event_id
scroll,2026-06-25T14:57:20,6942,evt_006183,scroll spam,web,duplicate_event
page_view,2026-06-15T13:45:02,,evt_006191,accidentally opened page,web,missing_user_id
search,2026-06-17T11:12:16,,evt_006192,search query: headphones,email,missing_user_id
ADD_TO_CART,2026-06-16T23:09:31,5347,evt_006201,added then removed item quickly,web,duplicate_event
page_view,,6301,evt_006204,landed on homepage,mobile_ios,invalid_timestamp
page_view,2026-06-23T17:33:42,,evt_006209,user stared at page for a while,email,missing_user_id
page_view,2026-06-21T18:51:46,5834,evt_006214,opened pricing page,web,duplicate_event
,2026-06-24T06:43:48,1892,evt_006221,removed item from cart,tablet,missing_event_type
search,,1461,evt_006224,looked up return policy,email,missing_timestamp
scroll,,6279,evt_006227,fast scroll through page,mobile_ios,invalid_timestamp
,2026-06-19T17:07:13,103,evt_006228,added product to shopping cart,web,missing_event_type
search,,8978,evt_006229,searched for shoes,web,missing_timestamp
,,8637,,cart updated,,missing_event_type;missing_timestamp;missing_event_id
scroll,2026-06-15T18:26:17,,evt_006238,scrolled down,mobile_ios,missing_user_id
search,,9385,evt_006242,SEARCH EVENT,web,missing_timestamp
scroll,2026-06-25T17:46:04,,evt_006246,,web,missing_user_id
,2026-06-22T13:10:00,4814,evt_006249,viewed product page,mobile_ios,missing_event_type
,2026-06-26T15:11:35,6312,evt_006254,opened page then immediately left,WEB,missing_event_type
scroll,2026-06-17T16:01:50,7091,,scrolled down,,missing_event_id
scroll,,6520,evt_006268,"slow scroll, reading carefully",hsearch,missing_timestamp
page_view,,3289,evt_006270,viewed product page,web,missing_timestamp
,2026-06-16T15:16:45,9150,evt_006271,,unknown_source,invalid_event_type
scroll,,2123,evt_006272,scrolled down,web,invalid_timestamp
remove_from_cart,,1739,evt_006277,remove clicked,web,invalid_timestamp
page_view,,5429,evt_006287,viewed product page,api_v2,missing_timestamp
,2026-06-16T07:21:07,420,evt_006290,PAGE_VIEW,desktop_app,missing_event_type
add_to_cart,,,evt_006291,added item to cart,tablet,missing_timestamp;missing_user_id
,2026-06-22T12:14:14,4669,evt_006294,accidentally opened page,mobile_ios,missing_event_type
page_view,2026-06-18T16:42:20,7991,,accidentally opened page,mobile_ios,missing_event_id
page_view,2026-06-26T14:55:52,3774,,opened page then immediately left,mobile_ios,missing_event_id
,2026-06-15T09:48:09,4934,evt_006304,searched for shoes,unknown_source,missing_event_type
page_view,2026-06-25T05:32:09,,evt_006326,PAGE_VIEW,desktop_app,missing_user_id
scroll,2026-06-25T10:57:23,8895,,fast scroll through page,mobile_ios,missing_event_id
,2026-06-16T02:44:47,6703,evt_006335,viewed product page,email,missing_event_type
page_view,2026-06-21T00:17:31,3808,,Page loaded,mobil,missing_event_id
,,4219,evt_006343,,mobile_android,missing_event_type;missing_timestamp
search,,110,evt_006345,,mobil,invalid_timestamp
remove_from_cart,2026-06-24T07:48:50,,evt_006358,"changed mind, removed",email,missing_user_id
purchase,,6923,evt_006359,purchase completed,mobile_ios,invalid_timestamp
page_view,,96,evt_006360,Page loaded,unknown_source,missing_timestamp
add_to_cart,2026-06-20T09:27:21,545,,added item to cart,api_v2,missing_event_id
,2026-06-15T11:07:00,8264,,page refresh loop??,web,missing_event_type;missing_event_id
add_to_cart,,3525,,added item to cart,web,missing_timestamp;missing_event_id
page_view,2026-06-16T04:32:17,,evt_006383,accidentally opened page,email,missing_user_id
remove_from_cart,,8361,evt_006389,"changed mind, removed",web,missing_timestamp
remove_from_cart,,4095,evt_006394,removed item immediately after adding,mobile_ios,missing_timestamp
page_view,,1044,evt_006397,PAGE_VIEW,web,invalid_timestamp
,2026-06-26T11:55:18,3303,evt_006400,scrolled down,unknown_source,missing_event_type
,2026-06-17T03:00:08,8843,evt_006401,removed item from cart,mobile_ios,missing_event_type
